Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:46:47 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B0FHHVW41L","2 in 1 Dog Nail Clippers & Cat Nail Clippers Trimmers for Large Medium Small Dogs Cats Claw Trimmer Quick Sensor and Safety Guard USB Rechargeable Dogs Nail Trimmer with Catcher & 2 LED Lights","Aoioploa","Pet Supplies","$37,036.89","1,611","$22.99","$8.59","$14.40","3,681","26","7","1","07/14/2025","CAT PICK","4.2","1.73 x 3.94 x 8.74 in","Large standard","0.6 lb","Color"
"B0FG22ZVR1","Agroon Thanksgiving Dog Bandanas XLarge 3PCS  6 Pattern Fall Scarf for Boy and Girl  Pumpkin Leaves Rugby Triangle Reversible Bibs Breed for Puppy Pets","Agroon","Pet Supplies","$16,782.03","2,127","$7.89","$4.55","$3.34","3,720","39","7","1","07/07/2025","QUQULE","4.8","0.55 x 7.48 x 7.72 in","Small standard","0.181 lb","Color, Size"
"B0DCBRY154","Paw Legend Washable Dogs Diapers Male Dog Belly Bands for Male Dogs Diapers Reusable Puppy & Doggie Diapers Male (3 Pack  Large)","Paw Legend","Pet Supplies","$50,181.17","3,887","$12.91","$7.92","$4.99","3,766","10","9","1","08/06/2024","Paw Legend Direct","4.8","1.73 x 8.43 x 9.41 in","Large standard","0.84 lb","Color Name, Size Name"
"B0FGD3Z49C","Maca Bates Fall Plaid Basic Dog Collar Pumpkin Charm Meidum Girl Boy Autumn Brown Gingham Puppy Collars Halloween Checkered Print Adjustable Durable Soft for Male Female Dogs with Safety Buckle","M MACA BATES","Pet Supplies","$20,259.72","2,028","$9.99","$5.62","$4.37","3,837","13","7","1","08/01/2025","M MACA BATES","4.8","1.34 x 3.86 x 5.04 in","Large standard","0.106 lb","Color Name, Size Name"
"B0CWJPLVKX","Whiskers & Friends Cat Blankets for Indoor Cats  Throw Dog Blanket for Small Dogs Washable  Cozy Calming Pet Blankets for Cats - 31 in X 21 in","Whiskers & Friends","Pet Supplies","$38,884.95","2,601","$14.95","$9.00","$5.95","3,848","11","7","1","08/25/2023","Whiskers & Friends","3.9","2.72 x 9.57 x 10.43 in","Large standard","0.529 lb","Color Name, Size Name"
"B0DYKWWKQY","NexGard Plus (afoxolaner  moxidectin  and pyrantel) Flea and Tick Protection & Heartworm Preventive for Dogs Soft Beef Flavored Chewables  8.1-17 lbs. (Green) 6 Chews (6 Month Supply)","Nexgard","Pet Supplies","$457,957.55","2,245","$203.99","$31.59","$172.40","3,848","36","7","1","02/11/2025","Vetsource","4.4","5 x 1 x 5 in","Large standard","0.1 lb","Flavor, Size"
"B0D52P5TVQ","Premo Guard Pet Protector Spray - 128 oz - Kills Mites  Fleas  Ticks  & Mosquitoes - for Dogs  Cats  & Home - Natural Plant Based Oils for Control  Prevention & Treatment - Family Safe","Premo Guard","Pet Supplies","$213,948.66","2,378","$89.97","$23.41","$66.56","3,925","40","7","1","07/04/2022","Premo Guard LLC","4.4","5.63 x 8.98 x 12.24 in","Large standard","9.169 lb","Size Name"
"B0C1CTKCWH","Cuppy Cake Microwave Dog Birthday Cake in a Cup - Just Add Water & Microwave  Ready in 2 Minutes - Yogurt Icing – (Peanut Butter 2 Pack) All Natural - Made in USA - Woman Owned","Puppy Cake","Pet Supplies","$37,852.94","2,806","$13.49","$7.56","$5.93","3,982","29","7","1","04/03/2023","Puppy Cake","4.3","3.622 x 4.055 x 7.835 in","Large standard","0.584 lb","Flavor Name"
"B0FDFST8ZH","Lorehelina 2 Pack Dog Sweaters for Small Dogs Winter Turtleneck Pullover Cable Knit Fleece Stretch Puppy Doggie Chihuahua Toy Poodle Yorkie Pomeranian Boy Girl Pet Clothes (S  Pink & Purple)","Lorehelina","Pet Supplies","$13,794.14","986","$13.99","$7.64","$6.35","4,200","27","7","1","06/17/2025","Lorehelina","4.6","1.81 x 6.89 x 8.66 in","Large standard","0.311 lb","Color, Size"
"B0FS58V65Q","Vetriuntrix Dog Allergy Chews  Dog Itch Relief Chews for Paw Licking Itchy Skin Seasonal Allergies  Probiotics with Omega-3 Turmeric Astragalus for Large Dogs Coat Immune Supplement-90ct","Vetriuntrix","Pet Supplies","$42,508.51","1,849","$22.99","$8.34","$14.65","4,210","16","7","1","08/21/2025","Vetriuntrix store","5.0","2.87 x 2.95 x 3.31 in","Large standard","0.489 lb","Flavor, Size"
"B0DM63SBZZ","VavoPaw Dog Seat Belt  Safety Vest Dog Car Harness with Adjustable Buckle Dog Seat Belt for Vehicle Nylon Pet Safety Seat Belts Heavy Duty(M  Pink Daisy)","VavoPaw","Pet Supplies","$39,663.54","2,646","$14.99","$7.39","$7.60","4,226","4","9","1","11/06/2024","Luckystore US","4.4","2.559 x 5.197 x 5.276 in","Large standard","0.529 lb","Color Name, Size Name"
"B0FH7969TM","HICC PET Dog Eye Gel  Vet-Recommended Dog Eye Infection Treatment  Cat Eye Drops Wash  Soothes Irritation  Moisturizes Dry Eyes  Pet Eye Drops Ointment Alternative for Dogs  Cats  Horses. 2 fl oz","HICC PET","Pet Supplies","$48,753.51","3,049","$15.99","$7.07","$8.92","4,246","31","6","1","07/10/2025","Hiccpet TECH","4.6","6.6 x 1.18 x 1.97 in","Large standard","0.188 lb","Size Name"
"B0FNQRLTKN","Bumilily Pet Hair Removal Glove for Cats and Dogs - Electrostatic Pet Hair Remover Glove | Reusable Brush Pet Hair Remover for Couch  Carpet  Car Seat & Laundry","Bumilily","Pet Supplies","$32,693.19","2,181","$14.99","$7.79","$7.20","4,246","22","7","1","08/26/2025","SZCXTX","4.4","1.02 x 6.97 x 9.96 in","Large standard","0.09 lb","Number Of Items"
"B0FH57H9MN","Premium Collagen for Dogs & Cats - 5 Types of Grass-Fed Collagen (I  II  III  V & X) - Tally Dog Colágeno Drops Plus MSM  Biotin & Hyaluronic Acid for Skin  Coat  Joints  Allergy & Itch Relief – 120ml","BuddyCheer","Pet Supplies","$25,700.27","1,801","$14.27","$7.28","$6.99","4,290","41","7","3","08/20/2025","BuddyCheer","4.5","2.09 x 2.13 x 5.83 in","Large standard","0.571 lb","Flavor Name"
"B0FJ6949SP","Olanrun Dog Costume - Dog Halloween Costumes Vampire Cloak  Wizard Outfit  Witch Cosplay Apparel Cape - Funny Party Dress Up Halloween Pet Costumes for Medium Dogs (Black Red)","OLANRUN","Pet Supplies","$9,160.83","917","$9.99","$4.87","$5.12","4,322","2","8","1","09/22/2025","OulanDirect","4.5","0.71 x 7.64 x 8.74 in","Small standard","0.13 lb","Size"
"B0FG3BH6XZ","YUMA'S Advanced Calming Chews for Dogs - Hemp Dog Calming Chews - 70 Treats - Anxiety Relief Treats - Hemp Oil - Separation Aid  Stress  Hip and Joint Supplement for Canine Health Support","YUMA'S","Pet Supplies","$34,295.30","2,294","$14.95","$7.13","$7.82","4,335","28","7","1","06/30/2025","Yuma'S","4.9","2.638 x 3.583 x 3.74 in","Large standard","0.386 lb","Color Name, Size Name"
"B0FGJPT4KC","Babole Pet Halloween Dog Collar Cute Wizard Ghost Puppy Collar - Light Comfortable Adjustable Pet Collars for Small Medium Large Girl Boy Dogs M","Babole Pet","Pet Supplies","$20,503.42","2,138","$9.59","$5.56","$4.03","4,361","24","9","1","07/25/2025","babole pet","4.8","1.06 x 2.76 x 8.74 in","Large standard","0.11 lb","Color Name, Size Name"
"B0C33DPYQM","AQUANEAT Small Fountain Pump  265 GPH Submersible Water Pump with 3.3 ft Tubing  for Aquarium Fish Tank  Pet Water Fountain  Hydroponics  Pond Waterfall","AQUANEAT","Pet Supplies","$29,290.46","1,954","$14.99","$7.79","$7.20","4,407","36","5","1","04/20/2023","CLL Pet Supplies","4.2","3.15 x 4.449 x 5.551 in","Large standard","0.926 lb","Size Name"
"B0FL25V53J","GUTINNEEN Heated Cat House for Outside Insulated Cat House Outdoor Weatherproof Feral Cat Shelter with Heated Pad  All-Round Thermal Liner  Secure Escape Doors for Cats (Winter-Ready)","GUTINNEEN","Pet Supplies","$178,347.26","1,274","$139.99","$21.99","$118.00","4,414","49","7","1","08/01/2025","AI PETS","4.6","21.7 x 33.5 x 27.2 in","Extra-large","N.A.","Pattern Name, Style Name"
"B0FGQ1HS66","ICEMOOD Halloween Dog Bandanas with Saying - No Tricks Just Treats - Holiday Cat Triangle Neck Scarf  Costume Pet Accessories  5-30lbs  Small and Medium Breed","ICEMOOD","Pet Supplies","$7,422.71","929","$7.99","$4.48","$3.51","4,467","9","7","1","08/15/2025","ICEMOOD","4.6","0.315 x 6.535 x 6.575 in","Small standard","0.044 lb","Color Name, Size Name"
"B0DLGJT587","ienjoyed 32"" Dog Pooper Scooper for Small Dog to Large Dog  Heavy Duty Dog Poop Scooper for Yard & Walks  Durable Double Spring Clamp  Simple One Step Assembly (Black)","ienjoyed","Pet Supplies","$35,312.64","1,536","$22.99","$10.49","$12.50","4,483","43","9","1","05/11/2021","happy memory","4.2","3.39 x 6.18 x 16.06 in","Large standard","1.19 lb","Size Name"
"B0F8HBLWRB","Outdoor Heated Cat House in Winter Extremely Insulated & Weatherproof Elevated Feral Cat Shelter with Waterproof Eaves & Escape Door for Outside Stray Barn Cat (Dark Green M)","Lamlingo","Pet Supplies","$134,557.32","1,068","$125.99","$36.34","$89.65","4,495","44","7","1","06/20/2025","Cotogo","4.7","6 x 17 x 25.5 in","Large bulky","9.8 lb","Color Name, Size Name"
"B073TKFZH9","PAWTITAS Pet Solid Color Step in Dog Harness or Vest Harness Dog Training Walking of Your Puppy Harness Large Dog Harness Orange Dog Harness","Pawtitas","Pet Supplies","$48,500.46","2,554","$18.99","$8.39","$10.60","4,573","43","7","2","07/09/2017","Pawtitas","3.9","2.244 x 6.26 x 8.976 in","Large standard","0.132 lb","Color Name, Size Name"
"B0CSYMQSY4","Michu Tofu Cat Litter Natural Clumping Tofu Cat Litter  Fast Clumping and Easily Scoop-able 5.5lb/88oz 5 Scents - Greentea  6 Pack","Michu","Pet Supplies","$212,430.70","2,473","$85.90","$13.87","$72.03","4,582","4","7","3","01/22/2024","MichuPet","5.0","18 x 12 x 9 in","Large bulky","34 lb","Color Name, Size Name"
"B0FCGPZGP9","Bocce's Bakery Spiced Cider All-Natural Soft & Chewy Halloween Dog Treats - Wheat-Free Everyday Cookies for Dogs  Made with Real Ingredients & Baked in The USA – Apple & Cinnamon Flavored (6 oz Bag)","Bocce's Bakery","Pet Supplies","$13,936.00","1,742","$8.00","$5.97","$2.03","4,625","20","5","1","06/09/2025","Amazon.com","4.7","2.362 x 6.299 x 7.677 in","Large standard","0.412 lb","Flavor"
"B0F3XJ5JGG","wegreeco Small Dog Diapers Male Reusable Belly Bands for Male Dogs Washable Doggie Puppy Diapers Wraps Medium Large Size(5 Pack X-Small)","wegreeco","Pet Supplies","$20,439.39","1,461","$13.99","$6.99","$7.00","4,630","35","8","1","04/07/2025","Wegreeco","4.1","1.34 x 5.67 x 5.75 in","Large standard","0.331 lb","Color Name, Size Name"
"B0F845KPMG","2 Pack Dog Hoodie Warm Hood Dog Sweater Cold Weather Small Dogs Sweatshirt Comfort Pet Clothes for Small Medium Dogs with Pockets Cats Chihuahua Clothes for Male Female Girl Boy Sporty Daily Wear","BAOBICUTE","Pet Supplies","$16,229.85","1,015","$15.99","$6.54","$9.45","4,638","33","7","1","05/09/2025","GS-BAOBICUTE","4.3","0.55 x 6.3 x 9.45 in","Small standard","0.15 lb","Color, Size"
"B0FDQBWDQH","Auto Bark Collar for Large Medium Small Dogs  Anti Barking Training Collar with 4 Modes & 5 Adjustable Sensitivity Beep Vibration  Rechargeable Dog Bark Collar  Effective Avoid False Trigger","Air Tube","Pet Supplies","$15,980.00","1,000","$15.98","$7.29","$8.69","4,662","18","7","1","06/19/2025","SureTT","5.0","1.85 x 4.37 x 5 in","Large standard","0.291 lb","Color"
"B0FJWLBLNH","Woyamay Cat Allergy Relief for Cats  500 Crunchy & Creamy Anti-Itch and Immunity Chews for Itchy Skin  Paws  Eyes  Ears| Stop Licking & Scratching  Supports Seasonal Itching  Chicken Flavor","Woyamay","Pet Supplies","$27,684.46","1,154","$23.99","$8.74","$15.25","4,754","12","9","1","07/25/2025","Woyamay store","4.7","3.43 x 3.54 x 3.7 in","Large standard","0.639 lb","N.A."
"B0FHWV5SS9","Indestructible Heated Cat House for Outside Winter  100% Waterproof  Safe Escape Door  Insulated Outdoor Cat Shelter with Heater for Feral Barn Cat Kitty (Forest Green  29""x17""x20"")","rolimate","Pet Supplies","$395,542.02","1,798","$219.99","$53.10","$166.89","4,763","28","5","1","09/06/2025","Clawsable","4.7","6.5 x 18 x 29.8 in","Large bulky","13.801 lb","Color, Size"
"B0FBM26SBQ","GOLOPET Large Dog Heating Pad 36x24 in with Smart Thermostat Switch and Power Line Protection Tube Obtained MET and UL Dual Certification Waterproof Pet Heating Pad for Dogs- Grey","GOLOPET","Pet Supplies","$71,967.64","1,636","$43.99","$14.59","$29.40","4,764","46","7","1","06/02/2025","Whitney-dg","4.8","2.87 x 12.36 x 12.56 in","Large standard","3 lb","Pattern Name, Size Name"
"B0D78YD4KW","Halloween Dog Bandanas Puppy Scarf - Ghosts Spider Web Dog Outfits - 2 Pcs Adjustable Holiday Party Birthday Triangle Reversible Dog Costume for Small Medium Large Dogs","Sarybei","Pet Supplies","$5,472.32","784","$6.98","$4.33","$2.65","4,794","34","7","1","07/24/2024","Sarybei","4.9","0.59 x 5.08 x 5.12 in","Small standard","0.11 lb","Color"
"B0B17KF1M5","Custom Paw Print Dog ID Tags - Personalized Cat & Dog Name Tags  Engraved Small Glitter Bling (Silver Design 3)","EDSG","Pet Supplies","$5,959.07","1,993","$2.99","$1.44","$1.55","4,794","29","7","1","05/13/2022","EDSG","4.6","N.A.","Small standard","N.A.","Color Name, Size Name"
